entry_id,Publisher Name,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
mkt_1481,Overture - US,airway ticket,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Paused,$0.13,46,$9.91,$0.22,"2,052",2.24%,2.08,0.00%,$0.00,$0.00,$9.91,0
mkt_1482,Google - US,european airfare,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,10,$21.48,$2.15,88,11.36%,1.35,0.00%,$0.00,$0.00,$21.48,0
mkt_1483,Yahoo - US,florence airfares,Advanced,Geo Targeted Atlanta,Atlanta to Florence Sale,uncategorized,,Paused,$6.25,1,$1.41,$1.41,1,100.00%,1.00,0.00%,$0.00,$0.00,$1.41,0
mkt_1485,Google - US,trips to paris,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Paused,$10.00,256,$788.25,$3.08,"2,470",10.36%,1.90,0.00%,$0.00,$0.00,$788.25,0
mkt_1486,Yahoo - US,cheap international airline ticket,Advanced,Geo Targeted San Francisco,Cheap International San Francisco,uncategorized,,Paused,$6.25,16,$33.46,$2.09,"1,556",1.03%,1.95,0.00%,$0.00,$0.00,$33.46,0
mkt_1487,Yahoo - US,cheap international airplane ticket,Advanced,Geo Targeted Philadelphia,Cheap International Philadelphia,uncategorized,,Paused,$6.25,2,$3.64,$1.82,5,40.00%,1.00,0.00%,$0.00,$0.00,$3.64,0
mkt_1488,Google - US,france airport,Broad,Geo Targeted Boston,Boston to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$0.18,$0.18,12,8.33%,1.58,0.00%,$0.00,$0.00,$0.18,0
mkt_1489,MSN - US,france cheap flights,Broad,Air France Brand & French Destinations,France,uncategorized,,Live,$0.00,8,$23.00,$2.88,210,3.81%,4.50,0.00%,$0.00,$0.00,$23.00,0
mkt_149,Google - US,barcelona flights,Broad,Google_Yearlong 2006,Google|Barcelona,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,160,$331.80,$2.07,"3,713",4.31%,1.55,0.00%,$0.00,$0.00,$331.80,0
mkt_1490,Yahoo - US,flight to munich,Advanced,Western Europe Destinations,Munich,uncategorized,,Paused,$6.25,1,$1.89,$1.89,169,0.59%,1.15,0.00%,$0.00,$0.00,$1.89,0
mkt_1491,Yahoo - US,cheap international airline ticket,Advanced,Geo Targeted Chicago,Cheap International Chicago,uncategorized,,Paused,$6.25,6,$12.40,$2.07,94,6.38%,5.50,0.00%,$0.00,$0.00,$12.40,0
mkt_1492,MSN - Global,air discount france ticket,Broad,Air France Brand & French Destinations,France,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,1,$0.39,$0.39,9,11.11%,1.11,100.00%,$0.39,$390.15,$0.39,1
mkt_1493,Google - US,cont:google_yearlong 2006::google|turkey,N/A,Google_Yearlong 2006,Google|Turkey,uncategorized,,Unavailable,$7.50,53,$13.05,$0.25,"63,555",0.08%,2.35,0.00%,$0.00,$0.00,$13.05,0
mkt_1494,Google - US,international air fares,Broad,Geo Targeted Los Angeles,International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$3.34,$3.34,2,50.00%,2.50,0.00%,$0.00,$0.00,$3.34,0
mkt_1495,Google - US,venice airlines,Broad,Google_Yearlong 2006,Google|Venice,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,15,$36.75,$2.45,"1,265",1.19%,2.02,0.00%,$0.00,$0.00,$36.75,0
mkt_1496,Overture - Global,toulouse cheap ticket,Standard,Unassigned,Unassigned,toulouse,Position 1-2 Target,Paused,$0.20,1,$0.51,$0.51,142,0.70%,2.98,0.00%,$0.00,$0.00,$0.51,0
mkt_1497,Overture - Global,paris vacation deal,Advanced,Unassigned,Unassigned,paris,,Sent,$8.75,45,$52.84,$1.17,"4,583",0.98%,2.49,0.00%,$0.00,$0.00,$52.84,0
mkt_1498,Google - US,paris cheap air flights,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00,1,$3.33,$3.33,1,100.00%,1.00,0.00%,$0.00,$0.00,$3.33,0
mkt_1499,Google - US,paris airline ticket,Broad,Geo Targeted Miami,Miami to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$4.15,$2.08,1,200.00%,1.00,0.00%,$0.00,$0.00,$4.15,0
mkt_150,Google - US,fly to milan,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,15,$19.77,$1.32,118,12.71%,1.92,0.00%,$0.00,$0.00,$19.77,0
mkt_1500,Google - US,europe airline tickets,Broad,Geo Targeted Los Angeles,Europe Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$1.15,$1.15,3,33.33%,1.00,0.00%,$0.00,$0.00,$1.15,0
mkt_1501,Overture - Global,atlanta to london,Standard,Unassigned,Unassigned,london,Position 1-2 Target,Paused,$0.64,6,$14.14,$2.36,368,1.63%,3.02,0.00%,$0.00,$0.00,$14.14,0
mkt_1502,Google - US,low international fares,Broad,Geo Targeted Detroit,Low International Detroit,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$3.08,$3.08,5,20.00%,2.98,0.00%,$0.00,$0.00,$3.08,0
mkt_1503,Google - US,milan tickets,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,6,$9.92,$1.65,340,1.76%,1.97,0.00%,$0.00,$0.00,$9.92,0
mkt_1504,Google - Global,marseilles tickets,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unavailable,$11.25,3,$8.86,$2.95,201,1.49%,1.09,0.00%,$0.00,$0.00,$8.86,0
mkt_1505,Yahoo - US,paris flights,Standard,Paris & France Terms,Paris,uncategorized,,Live,$6.25,920,"$1,213.87",$1.32,"26,749",3.44%,1.00,0.22%,$606.94,"$1,388.90","$1,213.87",2
mkt_1506,Google - US,air france deal,Broad,Air France Branded,Air France Brand,uncategorized,Position 1 -2 Target,Live,$2.91,53,$93.84,$1.77,592,8.95%,1.43,1.89%,$93.84,$536.35,$93.84,1
mkt_1507,Google - US,france flight,Broad,Geo Targeted Los Angeles,Los Angeles to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,4,$11.93,$2.98,196,2.04%,1.80,0.00%,$0.00,$0.00,$11.93,0
mkt_1508,Google - US,milan travel,Broad,Western Europe Destinations,Milan,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,9,$17.40,$1.93,829,1.09%,2.19,0.00%,$0.00,$0.00,$17.40,0
mkt_1509,Google - US,paris airports,Broad,Geo Targeted Detroit,Detroit to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$0.54,$0.54,17,5.88%,1.00,0.00%,$0.00,$0.00,$0.54,0
mkt_151,Google - US,madrid fares,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,5,$4.10,$0.82,53,9.43%,4.22,0.00%,$0.00,$0.00,$4.10,0
mkt_1510,Overture - US,airplane fare,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Paused,$0.46,8,$5.16,$0.65,"1,681",0.48%,3.06,0.00%,$0.00,$0.00,$5.16,0
mkt_1511,Google - US,flights to istanbul,Broad,Google_Yearlong 2006,Google|Istanbul,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,67,$123.37,$1.84,"1,209",5.54%,1.63,0.00%,$0.00,$0.00,$123.37,0
mkt_1512,Google - US,barcelona ticket,Broad,Google_Yearlong 2006,Google|Barcelona,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,5,$3.95,$0.79,311,1.61%,1.61,0.00%,$0.00,$0.00,$3.95,0
mkt_1513,Google - US,france cheap ticket,Broad,Geo Targeted Los Angeles,Los Angeles to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,3,$4.99,$1.66,20,15.00%,1.00,0.00%,$0.00,$0.00,$4.99,0
mkt_1514,Overture - Global,lyon cheap ticket,Advanced,Unassigned,Unassigned,lyon,,Paused,$8.75,1,$0.51,$0.51,154,0.65%,2.02,0.00%,$0.00,$0.00,$0.51,0
mkt_1515,Overture - Global,zurich travel,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,1,$1.89,$1.89,125,0.80%,1.14,0.00%,$0.00,$0.00,$1.89,0
mkt_1516,Overture - Global,air france flight schedule,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Paused,$0.29,30,$11.72,$0.39,"5,068",0.59%,1.43,0.00%,$0.00,$0.00,$11.72,0
mkt_1517,Yahoo - US,turkey ticket,Advanced,Western Europe Destinations,Turkey,uncategorized,,Live,$6.25,7,$9.05,$1.29,84,8.33%,1.05,0.00%,$0.00,$0.00,$9.05,0
mkt_1518,MSN - US,air france discount ticket,Broad,Air France Brand & French Destinations,France Branded,uncategorized,,Live,$0.00,4,$6.61,$1.65,21,19.05%,1.05,0.00%,$0.00,$0.00,$6.61,0
mkt_1519,Google - US,rome airlines,Broad,Geo Targeted Boston,Boston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$8.59,$4.29,267,0.75%,2.90,0.00%,$0.00,$0.00,$8.59,0
mkt_152,Google - US,rome flights,Broad,Geo Targeted Detroit,Detroit to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$8.31,$4.16,60,3.33%,1.08,0.00%,$0.00,$0.00,$8.31,0
mkt_1520,Yahoo - US,europe cheap ticket,Advanced,Western Europe Destinations,Europe,uncategorized,,Paused,$6.25,6,$10.84,$1.81,51,11.76%,1.37,0.00%,$0.00,$0.00,$10.84,0
mkt_1521,Google - US,air france fares paris,Broad,Paris & France Terms,Paris Branded,uncategorized,Position 2-5 Bid Strategy,Live,$15.00,3,$6.72,$2.24,11,27.27%,1.18,0.00%,$0.00,$0.00,$6.72,0
mkt_1522,Google - US,italy flight,Broad,Geo Targeted San Francisco,San Francisco to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,4,$10.28,$2.57,469,0.85%,2.11,0.00%,$0.00,$0.00,$10.28,0
mkt_1523,Google - US,paris plane tickets,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00,7,$14.88,$2.13,49,14.29%,1.94,0.00%,$0.00,$0.00,$14.88,0
mkt_1524,Google - US,trip to paris france,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Paused,$10.00,7,$18.85,$2.69,70,10.00%,1.09,0.00%,$0.00,$0.00,$18.85,0
mkt_1525,Google - Global,trip to marseille,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unavailable,$8.75,2,$2.26,$1.13,30,6.67%,1.10,0.00%,$0.00,$0.00,$2.26,0
mkt_1526,Google - US,paris cheap air tickets,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25,5,$12.11,$2.42,7,71.43%,1.00,20.00%,$12.11,$494.70,$12.11,1
mkt_1527,MSN - US,paris cheap flights,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Live,$0.00,3,$15.08,$5.03,"1,101",0.27%,1.95,0.00%,$0.00,$0.00,$15.08,0
mkt_1528,Google - US,nice cheap tickets,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Live,$10.00,18,$33.41,$1.86,129,13.95%,1.08,0.00%,$0.00,$0.00,$33.41,0
mkt_1529,Yahoo - US,air france airline,Advanced,Air France Branded,Air France Brand,uncategorized,,Live,$6.25,"1,891",$986.11,$0.52,"14,438",13.10%,1.43,0.74%,$70.44,"$16,116.00",$986.11,14
mkt_153,Overture - Global,paris degaulle airport,Advanced,Unassigned,Unassigned,franceairports,Position 1-2 Target,Paused,$0.14,1,$0.24,$0.24,402,0.25%,1.65,0.00%,$0.00,$0.00,$0.24,0
mkt_1530,Google - US,rome travel,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Unavailable,$2.50,488,"$1,243.75",$2.55,"24,166",2.02%,4.51,0.00%,$0.00,$0.00,"$1,243.75",0
mkt_1531,Google - US,athens cheap flights,Broad,Geo Targeted New York,New York to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,7,$14.74,$2.11,24,29.17%,1.00,0.00%,$0.00,$0.00,$14.74,0
mkt_1532,Overture - Global,airplane france ticket,Advanced,Unassigned,Unassigned,airline,Position 1-2 Target,Paused,$0.44,16,$8.31,$0.52,"6,073",0.26%,2.46,6.25%,$8.31,"$1,473.90",$8.31,1
mkt_1533,MSN - US,paris airfare,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Live,$0.00,15,$30.71,$2.05,372,4.03%,3.44,6.67%,$30.71,$629.00,$30.71,1
mkt_1534,Google - US,discount airfare - exact,Broad,Google_Yearlong 2006,Google|Discount Airfare,discountairfare,Position 5-10 Bid Strategy,Paused,$7.50,8,$46.61,$5.83,"3,896",0.21%,2.74,0.00%,$0.00,$0.00,$46.61,0
mkt_1535,Google - US,paris fare,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,3,$4.19,$1.40,56,5.36%,1.64,0.00%,$0.00,$0.00,$4.19,0
mkt_1536,Yahoo - US,airfrance,Advanced,Air France Branded,Air France Website,uncategorized,,Live,$7.50,"23,893","$17,939.35",$0.75,"162,070",14.74%,1.60,1.76%,$42.61,"$567,463.40","$17,939.35",421
mkt_1537,Google - US,book airfrance,Broad,Air France Branded,Air France Brand,uncategorized,Position 1 -2 Target,Live,$10.00,4,$6.00,$1.50,43,9.30%,1.09,25.00%,$6.00,$671.50,$6.00,1
mkt_1538,Google - US,france flight deal,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25,1,$0.65,$0.65,12,8.33%,2.08,0.00%,$0.00,$0.00,$0.65,0
mkt_1539,Google - US,paris flight deals,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25,14,$54.37,$3.88,54,25.93%,2.02,0.00%,$0.00,$0.00,$54.37,0
mkt_154,Google - US,flights to rome,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,352,$445.30,$1.27,"9,263",3.80%,5.12,0.00%,$0.00,$0.00,$445.30,0
mkt_1540,Google - US,air france to rome,Broad,Western Europe Destinations,Rome Branded,uncategorized,Position 5-10 Bid Strategy,Unavailable,$0.00,13,$9.72,$0.75,185,7.03%,4.74,0.00%,$0.00,$0.00,$9.72,0
mkt_1541,Google - US,rome airline,Broad,Geo Targeted Philadelphia,Philadelphia to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$3.06,$1.53,7,28.57%,2.14,0.00%,$0.00,$0.00,$3.06,0
mkt_1542,Google - US,france airline,Broad,Geo Targeted Boston,Boston to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$3.19,$1.59,75,2.67%,1.87,0.00%,$0.00,$0.00,$3.19,0
mkt_1543,Yahoo - US,low international airfare,Advanced,Geo Targeted Houston,Low International Houston,uncategorized,,Paused,$6.25,1,$0.69,$0.69,5,20.00%,2.80,0.00%,$0.00,$0.00,$0.69,0
mkt_1544,Google - US,air france,Broad,Air France Branded,Air France Website,uncategorized,,Paused,$15.00,"3,592","$8,164.44",$2.27,"36,049",9.96%,1.04,0.81%,$281.53,"$35,926.95","$8,164.44",29
mkt_1545,Google - US,barcelona cheap flights,Broad,Geo Targeted New York,New York to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,6,$15.49,$2.58,26,23.08%,1.31,0.00%,$0.00,$0.00,$15.49,0
mkt_1546,Google - US,international airfares,Broad,Geo Targeted New York,International New York,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.91,$2.91,13,7.69%,4.16,0.00%,$0.00,$0.00,$2.91,0
mkt_1547,Yahoo - US,international flight,Advanced,Geo Targeted Philadelphia,International Philadelphia,uncategorized,,Paused,$6.25,35,$47.61,$1.36,401,8.73%,1.26,0.00%,$0.00,$0.00,$47.61,0
mkt_1548,Google - US,paris cheap airport,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$3.35,$3.35,2,50.00%,3.00,0.00%,$0.00,$0.00,$3.35,0
mkt_1549,Google - US,paris cheap air fare,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25,3,$7.32,$2.44,10,30.00%,1.00,0.00%,$0.00,$0.00,$7.32,0
mkt_155,Yahoo - US,international plane ticket,Advanced,Geo Targeted San Francisco,International San Francisco,uncategorized,,Paused,$6.25,1,$3.11,$3.11,22,4.55%,1.09,0.00%,$0.00,$0.00,$3.11,0
mkt_1550,Google - US,paris air fares,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00,3,$5.76,$1.92,10,30.00%,1.30,0.00%,$0.00,$0.00,$5.76,0
mkt_1551,Overture - Global,budapest to vacation,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,8,$18.21,$2.28,359,2.23%,1.45,0.00%,$0.00,$0.00,$18.21,0
mkt_1552,Google - US,france air tickets,Broad,Geo Targeted Los Angeles,Los Angeles to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$1.44,$0.72,20,10.00%,1.05,0.00%,$0.00,$0.00,$1.44,0
mkt_1553,Google - US,athens airline,Broad,Geo Targeted New York,New York to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.03,$2.03,39,2.56%,1.26,0.00%,$0.00,$0.00,$2.03,0
mkt_1554,Overture - US,cheap ticket to europe,Advanced,Unassigned,Unassigned,europe,Position 1-4 Bid Strategy,Paused,$0.95,542,$514.27,$0.95,"15,797",3.43%,2.21,0.37%,$257.14,"$4,380.90",$514.27,2
mkt_1555,Google - US,cheap international airfare,Broad,Geo Targeted Boston,Cheap International Boston,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,3,$10.97,$3.66,36,8.33%,2.26,0.00%,$0.00,$0.00,$10.97,0
mkt_1556,Google - US,germany cheap flights,Broad,Google_Yearlong 2006,Google|Germany,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,161,$237.10,$1.47,"2,497",6.45%,1.86,0.00%,$0.00,$0.00,$237.10,0
mkt_1557,Google - US,athens ticket,Broad,Geo Targeted Detroit,Detroit to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.38,$2.38,2,50.00%,1.00,0.00%,$0.00,$0.00,$2.38,0
mkt_1558,Overture - US,bordeaux ticket,Standard,Unassigned,Unassigned,bordeaux,,Paused,$7.50,1,$0.88,$0.88,63,1.59%,1.54,0.00%,$0.00,$0.00,$0.88,0
mkt_1559,Overture - Global,la rochelle flight,Standard,Unassigned,Unassigned,larochelle,Position 1-2 Target,Paused,$0.29,14,$2.69,$0.19,598,2.34%,2.21,0.00%,$0.00,$0.00,$2.69,0
mkt_156,Google - US,paris cheap ticket,Broad,Geo Targeted Philadelphia,Philadelphia to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$5.50,$2.75,2,100.00%,1.00,0.00%,$0.00,$0.00,$5.50,0
mkt_1560,Google - US,spain cheap tickets,Broad,Geo Targeted New York,New York to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.88,$2.88,6,16.67%,3.83,0.00%,$0.00,$0.00,$2.88,0
mkt_1561,Overture - Global,air france uk,Standard,Unassigned,Unassigned,airfrance,,Unavailable,$7.50,3,$1.45,$0.48,176,1.70%,0.99,0.00%,$0.00,$0.00,$1.45,0
mkt_1562,Google - US,europe travel,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,243,$688.44,$2.83,"12,008",2.02%,1.94,0.00%,$0.00,$0.00,$688.44,0
mkt_1563,Google - Global,strasbourg tickets,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unavailable,$11.25,1,$1.03,$1.03,123,0.81%,1.01,0.00%,$0.00,$0.00,$1.03,0
mkt_1564,Google - US,european tickets,Broad,Google_Yearlong 2006,Google|Europe,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,4,$10.13,$2.53,"1,594",0.25%,1.67,0.00%,$0.00,$0.00,$10.13,0
mkt_1565,Google - US,rome airlines,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,18,$65.55,$3.64,"1,693",1.06%,1.95,0.00%,$0.00,$0.00,$65.55,0
mkt_1566,Google - US,paris air fares,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$4.90,$2.45,12,16.67%,1.08,0.00%,$0.00,$0.00,$4.90,0
mkt_1567,MSN - Global,trips to paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,31,$62.06,$2.00,581,5.34%,3.59,0.00%,$0.00,$0.00,$62.06,0
mkt_1568,Yahoo - US,international ticket,Advanced,Geo Targeted Philadelphia,International Philadelphia,uncategorized,,Paused,$6.25,1,$1.04,$1.04,12,8.33%,2.42,0.00%,$0.00,$0.00,$1.04,0
mkt_1569,Google - US,airfrance usa,Broad,Air France Branded,Air France Website,uncategorized,,Live,$10.00,57,$15.00,$0.26,200,28.50%,1.01,1.75%,$15.00,"$1,008.95",$15.00,1
mkt_157,Google - US,discount europe airfare,Broad,Geo Targeted Los Angeles,Discount Europe Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.91,$2.91,11,9.09%,3.36,0.00%,$0.00,$0.00,$2.91,0
mkt_1570,Yahoo - US,cheap international air fare,Advanced,Geo Targeted Los Angeles,Cheap International Los Angeles,uncategorized,,Paused,$6.25,2,$2.91,$1.46,10,20.00%,1.80,0.00%,$0.00,$0.00,$2.91,0
mkt_1571,Google - US,england airfare,Broad,Google_Yearlong 2006,Google|England,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$1.28,$1.28,9,11.11%,1.32,0.00%,$0.00,$0.00,$1.28,0
mkt_1572,Google - US,paris airline,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,12,$25.36,$2.11,136,8.82%,1.29,0.00%,$0.00,$0.00,$25.36,0
mkt_1573,Overture - US,airfare business class discount international,Standard,Unassigned,Unassigned,airfaregeneral,Position 5-10 Bid Strategy,Paused,$0.13,2,$0.64,$0.32,76,2.63%,2.22,0.00%,$0.00,$0.00,$0.64,0
mkt_1574,Google - US,international fare,Broad,Google_Yearlong 2006,Google|International General,internationalgeneral,Position 5-10 Bid Strategy,Paused,$6.25,11,$26.17,$2.38,256,4.30%,1.58,0.00%,$0.00,$0.00,$26.17,0
mkt_1575,Overture - US,air france reservation,Standard,Unassigned,Unassigned,airfrance,Position 1-4 Bid Strategy,Paused,$0.60,342,$213.30,$0.62,"9,978",3.43%,1.26,0.58%,$106.65,"$3,610.80",$213.30,2
mkt_1576,Google - US,france cheap airlines,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25,10,$25.99,$2.60,105,9.52%,1.13,0.00%,$0.00,$0.00,$25.99,0
mkt_1577,Google - Global,paris travel,Broad,Air France Global Campaign,Paris,paris,Position 1- 3,Unavailable,$5.00,"1,568","$4,346.70",$2.77,"162,900",0.96%,1.72,0.19%,"$1,448.90","$3,810.55","$4,346.70",3
mkt_1578,Google - US,paris air fare,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00,8,$15.85,$1.98,45,17.78%,1.49,0.00%,$0.00,$0.00,$15.85,0
mkt_1579,Google - Global,travel to bucharest,Broad,Air France Global Campaign,Bucharest,bucharest,Position 1- 3,Unavailable,$11.25,2,$5.69,$2.84,3,66.67%,1.00,0.00%,$0.00,$0.00,$5.69,0
mkt_158,Google - US,paris cheap flights,Broad,Geo Targeted Philadelphia,Philadelphia to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$4.85,$2.43,8,25.00%,1.00,0.00%,$0.00,$0.00,$4.85,0
mkt_1580,MSN - US,flights to marseille,Broad,Air France Brand & French Destinations,Marseille,uncategorized,,Live,$0.00,5,$17.11,$3.42,65,7.69%,1.37,0.00%,$0.00,$0.00,$17.11,0
mkt_1581,Overture - US,discount paris vacation,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.46,2,$1.45,$0.73,112,1.79%,3.45,0.00%,$0.00,$0.00,$1.45,0
mkt_1582,Google - Global,stockholm flights,Broad,Air France Global Campaign,Stockholm,stockholm,Position 1- 3,Unavailable,$11.25,1,$1.38,$1.38,120,0.83%,1.00,0.00%,$0.00,$0.00,$1.38,0
mkt_1583,Yahoo - US,milan air flight,Advanced,Geo Targeted Philadelphia,Philadelphia to Milan Sale,uncategorized,,Paused,$6.25,1,$3.60,$3.60,1,100.00%,1.00,0.00%,$0.00,$0.00,$3.60,0
mkt_1584,Google - US,venice ticket,Broad,Western Europe Destinations,Venice,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,8,$3.03,$0.38,175,4.57%,4.49,0.00%,$0.00,$0.00,$3.03,0
mkt_1585,Google - Global,nice fares,Broad,Air France Global Campaign,Nice,nice,Position 1- 3,Unavailable,$2.50,5,$5.76,$1.15,78,6.41%,2.12,0.00%,$0.00,$0.00,$5.76,0
mkt_1586,Google - US,paris plane ticket,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.19,$2.19,6,16.67%,2.33,0.00%,$0.00,$0.00,$2.19,0
mkt_1587,Yahoo - US,cheap flight to athens greece,Advanced,Western Europe Destinations,Greece,uncategorized,,Live,$6.25,2,$3.69,$1.84,17,11.76%,1.12,0.00%,$0.00,$0.00,$3.69,0
